"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 18 15:24:10 GMT 2020","Fri Sep 18 15:24:26 GMT 2020","15779","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:23:39 GMT 2020","Fri Sep 18 15:23:54 GMT 2020","15806","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:18:53 GMT 2020","Fri Sep 18 15:19:10 GMT 2020","16331","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:19:43 GMT 2020","Fri Sep 18 15:19:49 GMT 2020","5794","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:20:38 GMT 2020","Fri Sep 18 15:20:49 GMT 2020","10898","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:24:42 GMT 2020","Fri Sep 18 15:24:53 GMT 2020","10640","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:19:32 GMT 2020","Fri Sep 18 15:19:38 GMT 2020","5799","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:20:49 GMT 2020","Fri Sep 18 15:20:55 GMT 2020","6158","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:24:53 GMT 2020","Fri Sep 18 15:25:03 GMT 2020","10649","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:25:35 GMT 2020","Fri Sep 18 15:25:46 GMT 2020","10654","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:25:03 GMT 2020","Fri Sep 18 15:25:19 GMT 2020","15770","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:24:26 GMT 2020","Fri Sep 18 15:24:42 GMT 2020","15743","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:22:10 GMT 2020","Fri Sep 18 15:22:27 GMT 2020","16663","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:23:07 GMT 2020","Fri Sep 18 15:23:23 GMT 2020","15830","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:25:46 GMT 2020","Fri Sep 18 15:25:57 GMT 2020","10622","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:21:31 GMT 2020","Fri Sep 18 15:21:47 GMT 2020","16661","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:18:24 GMT 2020","Fri Sep 18 15:18:53 GMT 2020","28713","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:21:14 GMT 2020","Fri Sep 18 15:21:31 GMT 2020","16627","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:20:27 GMT 2020","Fri Sep 18 15:20:38 GMT 2020","10865","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:23:54 GMT 2020","Fri Sep 18 15:24:10 GMT 2020","15812","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:21:47 GMT 2020","Fri Sep 18 15:21:59 GMT 2020","11488","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:22:27 GMT 2020","Fri Sep 18 15:22:44 GMT 2020","16711","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:22:55 GMT 2020","Fri Sep 18 15:23:07 GMT 2020","11268","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:19:38 GMT 2020","Fri Sep 18 15:19:43 GMT 2020","5803","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:19:10 GMT 2020","Fri Sep 18 15:19:21 GMT 2020","10862","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:21:08 GMT 2020","Fri Sep 18 15:21:14 GMT 2020","6137","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:20:11 GMT 2020","Fri Sep 18 15:20:27 GMT 2020","16060","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:21:02 GMT 2020","Fri Sep 18 15:21:08 GMT 2020","6123","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:19:55 GMT 2020","Fri Sep 18 15:20:11 GMT 2020","16077","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V9_5",""
"passed","Fri Sep 18 15:19:21 GMT 2020","Fri Sep 18 15:19:32 GMT 2020","10900","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:21:59 GMT 2020","Fri Sep 18 15:22:10 GMT 2020","11255","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V12",""
"passed","Fri Sep 18 15:22:44 GMT 2020","Fri Sep 18 15:22:55 GMT 2020","11502","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V11",""
"passed","Fri Sep 18 15:25:19 GMT 2020","Fri Sep 18 15:25:35 GMT 2020","15835","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V9_6",""
"passed","Fri Sep 18 15:23:23 GMT 2020","Fri Sep 18 15:23:38 GMT 2020","15798","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V9_6",""
