"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 21 06:18:29 GMT 2020","Wed Oct 21 06:18:46 GMT 2020","16697","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 06:17:11 GMT 2020","Wed Oct 21 06:17:27 GMT 2020","16084","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 06:15:47 GMT 2020","Wed Oct 21 06:16:09 GMT 2020","21645","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 06:16:25 GMT 2020","Wed Oct 21 06:16:36 GMT 2020","10859","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:19:03 GMT 2020","Wed Oct 21 06:19:15 GMT 2020","11615","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:22:50 GMT 2020","Wed Oct 21 06:23:01 GMT 2020","10832","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:23:01 GMT 2020","Wed Oct 21 06:23:12 GMT 2020","10693","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V12",""
"passed","Wed Oct 21 06:18:17 GMT 2020","Wed Oct 21 06:18:23 GMT 2020","6152","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:20:11 GMT 2020","Wed Oct 21 06:20:22 GMT 2020","11271","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V12",""
"passed","Wed Oct 21 06:20:54 GMT 2020","Wed Oct 21 06:21:10 GMT 2020","15881","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:21:57 GMT 2020","Wed Oct 21 06:22:08 GMT 2020","10645","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:16:47 GMT 2020","Wed Oct 21 06:16:53 GMT 2020","5794","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 06:19:26 GMT 2020","Wed Oct 21 06:19:43 GMT 2020","16663","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 06:16:53 GMT 2020","Wed Oct 21 06:16:59 GMT 2020","5831","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_6",""
"passed","Wed Oct 21 06:17:43 GMT 2020","Wed Oct 21 06:17:54 GMT 2020","10927","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 06:17:05 GMT 2020","Wed Oct 21 06:17:11 GMT 2020","5792","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V12",""
