"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 05 12:40:03 GMT 2021","Fri Feb 05 12:40:09 GMT 2021","5954","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V11",""
"passed","Fri Feb 05 12:43:46 GMT 2021","Fri Feb 05 12:44:02 GMT 2021","15753","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V9_5",""
"passed","Fri Feb 05 12:38:23 GMT 2021","Fri Feb 05 12:38:34 GMT 2021","10737","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","simpleTest","PostgreSQL variant: V12",""
"passed","Fri Feb 05 12:39:13 GMT 2021","Fri Feb 05 12:39:29 GMT 2021","15902","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V9_6",""
"passed","Fri Feb 05 12:40:48 GMT 2021","Fri Feb 05 12:40:59 GMT 2021","11273","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V11",""
"passed","Fri Feb 05 12:39:57 GMT 2021","Fri Feb 05 12:40:03 GMT 2021","5983","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V9_6",""
"passed","Fri Feb 05 12:41:10 GMT 2021","Fri Feb 05 12:41:27 GMT 2021","16461","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V9_5",""
"passed","Fri Feb 05 12:38:57 GMT 2021","Fri Feb 05 12:39:13 GMT 2021","15918","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V9_5",""
"passed","Fri Feb 05 12:44:02 GMT 2021","Fri Feb 05 12:44:18 GMT 2021","15717","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V9_6",""
"passed","Fri Feb 05 12:40:15 GMT 2021","Fri Feb 05 12:40:31 GMT 2021","16532","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","withRestoreTest","PostgreSQL variant: V9_5",""
"passed","Fri Feb 05 12:41:27 GMT 2021","Fri Feb 05 12:41:43 GMT 2021","16459","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V9_6",""
"passed","Fri Feb 05 12:38:34 GMT 2021","Fri Feb 05 12:38:40 GMT 2021","5762","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_5",""
"passed","Fri Feb 05 12:44:18 GMT 2021","Fri Feb 05 12:44:28 GMT 2021","10608","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Fri Feb 05 12:43:36 GMT 2021","Fri Feb 05 12:43:46 GMT 2021","10569","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V12",""
