"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 21 15:28:21 GMT 2020","Wed Oct 21 15:28:32 GMT 2020","10954","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 15:32:25 GMT 2020","Wed Oct 21 15:32:36 GMT 2020","10649","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleWithVolumeTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 15:33:18 GMT 2020","Wed Oct 21 15:33:29 GMT 2020","10730","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 15:33:02 GMT 2020","Wed Oct 21 15:33:18 GMT 2020","15904","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","initDbTest","PostgreSQL variant: V9_6",""
"passed","Wed Oct 21 15:28:55 GMT 2020","Wed Oct 21 15:29:01 GMT 2020","6102","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 15:30:32 GMT 2020","Wed Oct 21 15:30:44 GMT 2020","11554","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","restoreTest","PostgreSQL variant: V11",""
"passed","Wed Oct 21 15:28:43 GMT 2020","Wed Oct 21 15:28:49 GMT 2020","6127","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 15:27:31 GMT 2020","Wed Oct 21 15:27:37 GMT 2020","5828","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_6",""
"passed","Wed Oct 21 15:29:01 GMT 2020","Wed Oct 21 15:29:08 GMT 2020","6151","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V12",""
"passed","Wed Oct 21 15:28:49 GMT 2020","Wed Oct 21 15:28:55 GMT 2020","6114","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","backupTest","PostgreSQL variant: V9_6",""
"passed","Wed Oct 21 15:30:55 GMT 2020","Wed Oct 21 15:31:11 GMT 2020","15909","","com.github.javister.docker.testing.postgresql.JdbcImageTests","","com.github.javister.docker.testing.postgresql.JdbcImageTests","simpleTest","PostgreSQL variant: V9_5",""
"passed","Wed Oct 21 15:27:25 GMT 2020","Wed Oct 21 15:27:31 GMT 2020","5838","","com.github.javister.docker.testing.postgresql.DirectImageTests","","com.github.javister.docker.testing.postgresql.DirectImageTests","nonResultingQueriesTest","PostgreSQL variant: V9_5",""
